vazao,vazao_calc,chuva_media
108.454,374.21066,22.4
65.479,270.46744,7.705
39.723,214.33746,7.58
23.938,160.41916,4.64
15.226,99.58752,1.029
9.7,59.31401,0.247
6.574,37.78976,0.832
5.434,32.392284,2.829
4.433,23.385437,1.77
4.204,18.37659,2.246
3.769,22.59866,4.857
3.769,28.720865,6.4
3.769,45.234108,11.593
4.204,51.032505,6.977
5.434,53.58505,6.143
5.986,57.8775,6.473
5.705,56.81164,4.721
5.171,34.815075,0.215
4.916,20.379583,0.179
4.433,21.473793,3.246
3.983,26.31315,5.742
4.204,29.317585,4.763
17.451,21.464008,1.56
15.226,24.709394,4.951
11.803,46.138477,16.137
12.257,58.9273,9.479
54.489,52.32421,3.12
73.571,36.423523,1.119
42.576,25.743042,1.221
22.531,15.007316,0.382
16.876,6.957883,0.041
12.257,6.0399323,2.141
10.508,1.7510515,0.161
8.935,0.24535918,0.786
7.2,0.0,0.659
6.275,0.0,0.938
5.171,0.0,0.156
4.671,0.0,0.218
3.983,0.0,0.783
3.366,0.0,0.28
2.992,0.0,0.331
2.816,0.0,0.121
2.647,0.2940513,5.006
2.647,0.016012693,1.968
3.176,0.0,0.827
5.986,0.0,2.308
2.816,0.0,0.489
2.33,0.0,0.365
2.039,0.0,1.103
1.774,0.1547712,4.323
1.532,0.0,0.93
1.42,0.0,1.358
1.532,0.0,0.227
1.42,0.0,0.892
1.532,0.0,0.313
1.314,0.0,1.094
1.314,0.2619143,10.256
1.42,0.0,0.442
1.42,0.0,0.102
1.314,0.0,2.196
1.158,0.0021248246,2.844
1.158,0.0,1.142
1.158,0.0,0.404
1.112,0.0,1.373
1.112,0.0,0.467
1.067,0.0,0.586
1.023,0.0,1.236
1.023,0.0,1.153
0.98,0.0,0.173
0.98,0.0,0.0
0.939,0.0,1.743
1.65,0.12899496,9.378
7.864,0.49742976,3.602
3.769,0.0,0.818
2.485,0.0,0.162
1.158,0.0,0.041
1.158,0.0,0.105
1.067,0.0,0.013
1.023,0.0,0.005
0.98,0.0,0.0
0.98,0.0,0.757
0.939,0.059814986,4.316
0.899,0.0,0.561
0.899,0.0,0.104
0.86,0.0,0.675
0.86,0.0,0.524
0.822,0.0,0.479
0.822,0.0,0.321
0.785,0.0,1.225
0.785,0.0,0.328
0.749,0.0,0.71
0.749,0.0,1.039
0.749,0.018898685,0.243
0.715,0.07978722,0.352
0.715,0.16651183,0.095
0.681,0.266787,0.0
0.681,0.3730185,0.643
0.681,0.4803615,1.278
0.649,0.58402455,1.046
0.649,0.6830425,2.06
0.617,0.78006506,3.985
0.617,0.43063855,1.426
0.899,0.51761514,0.2
0.899,0.5974478,0.354
0.681,0.668071,0.0
0.681,0.7292347,0.275
0.681,0.7803875,0.034
0.649,0.82090735,0.0
0.617,0.8515342,0.04
0.617,0.8745244,1.239
0.617,0.8902991,1.034
0.649,0.9001158,1.564
0.649,0.90421045,1.144
0.617,0.90238297,0.082
0.617,0.89573336,0.368
0.587,0.88476783,0.0
0.587,0.8702445,0.0
0.587,0.8528398,0.0
0.558,0.8331518,0.0
0.529,0.8117236,0.048
0.529,0.7889831,0.0
0.502,0.765467,0.441
0.502,0.7413749,0.149
0.476,0.7169356,0.0
0.45,0.6924183,0.141
0.426,0.6684284,2.15
0.426,0.6447167,0.625
0.426,0.62128353,0.001
0.426,0.59824485,0.0
0.402,0.57569236,0.0
0.379,0.55369765,0.0
0.379,0.53231454,0.0
0.357,0.5115819,0.0
0.357,0.49153742,0.132
0.336,0.47218502,0.0
0.0,0.4535326,0.0
0.0,0.43558162,0.0
0.0,0.41832733,0.0
0.357,0.40251642,7.362
0.587,0.45792595,8.984
0.502,0.7269434,11.544
0.476,0.0,0.601
0.426,0.0,0.09
0.426,0.0,0.112
0.402,0.03755999,0.0
0.379,0.14434984,0.211
0.379,0.28655648,0.0
0.357,0.44152513,0.0
0.357,0.59436935,0.0
0.336,0.7357366,0.0
0.0,0.86024946,0.0
0.0,0.96561986,0.107
0.0,1.0508946,0.0
0.0,1.1166875,0.0
0.0,1.1645449,0.076
0.0,1.1961915,0.04
0.0,1.2139122,0.223
0.0,1.219333,0.0
0.0,1.2144146,0.0
0.0,1.2009742,0.0
0.0,1.1808343,0.193
0.0,1.1552228,0.0
0.0,1.1254033,0.0
0.0,1.0924556,0.0
0.0,1.0572938,0.0
0.0,1.0206808,0.0
0.0,0.98324645,0.0
0.0,0.9455053,0.0
0.0,0.9078708,0.0
0.0,0.87070876,0.0
0.0,0.8342625,0.0
0.0,0.7987324,0.066
0.0,0.76426345,0.133
0.0,0.7309285,0.0
0.0,0.6988909,0.749
0.0,0.6680767,0.0
0.0,0.6385362,0.281
0.0,0.61037636,1.597
0.0,0.58346134,0.435
0.0,0.5577973,0.914
0.0,0.5334408,2.627
0.0,0.5103159,2.531
0.0,0.4882856,1.01
0.0,0.46735913,2.297
0.0,0.44750953,3.157
0.0,0.42863813,2.102
0.0,0.41083643,6.032
0.0,0.4494468,12.248
0.0,3.8896153,28.817
16.313,24.469692,23.235
44.052,53.882523,16.267
14.188,52.21902,5.133
11.803,44.942932,4.137
3.564,26.56045,1.492
2.039,12.842068,0.955
1.314,6.712254,1.907
1.023,6.8059945,3.964
0.822,5.9927945,3.642
8.935,61.9716,32.44
41.133,35.72676,0.937
28.511,19.423832,0.731
15.764,12.304753,1.833
10.929,9.617981,2.77
5.986,23.688347,11.479
9.312,79.66512,22.34
88.098,130.67697,16.832
142.874,150.00543,12.304
78.952,125.44291,5.938
59.816,85.59195,2.496
121.173,48.11642,0.402
10.929,32.907246,1.999
8.935,25.537123,2.792
5.705,43.7767,11.561
5.986,56.4778,9.327
7.2,46.19289,3.511
25.404,30.07048,1.803
11.803,16.11656,0.999
6.275,19.944668,5.238
5.434,25.3115,6.662
3.366,17.405066,2.396
3.176,12.2762985,2.627
2.992,6.4272633,1.856
4.433,12.496635,9.028
121.173,49.901356,23.814
111.199,92.63967,17.095
121.173,116.64374,12.578
83.442,146.47023,14.086
97.923,214.36865,19.775
193.751,246.49312,16.271
78.952,202.59833,8.296
84.59,168.31502,7.271
156.366,157.45346,9.088
103.099,139.16064,7.361
151.211,135.96555,9.124
83.442,118.411644,6.314
36.407,92.4085,3.835
86.918,109.30465,11.597
75.693,108.97217,8.487
81.176,79.75222,2.954
57.111,83.489,8.091
60.736,133.74226,18.355
64.512,120.33388,7.033
138.022,132.05223,11.287
122.645,104.67621,4.282
82.304,75.690994,2.768
92.924,55.42407,2.581
152.917,54.562565,5.277
49.488,47.698112,3.905
133.282,70.19743,13.72
227.622,180.27534,29.027
308.811,213.83801,15.778
420.975,248.57944,16.646
505.183,257.9058,14.748
133.282,180.3924,4.505
84.59,122.51182,2.844
89.288,111.470764,6.62
100.489,75.282555,2.02
78.952,50.081795,1.637
57.111,36.02751,2.167
29.326,35.702583,3.898
23.227,38.79946,5.189
16.876,48.630466,8.551
115.404,72.7247,13.394
108.454,86.10013,10.098
84.59,91.331345,8.468
99.201,118.98041,13.664
89.288,104.760895,5.65
55.354,93.30515,5.387
39.03,93.86829,7.809
232.115,135.83766,16.713
89.288,169.07251,14.979
115.404,165.49773,10.119
163.419,113.913414,2.509
97.923,90.3249,3.55
60.736,112.34535,12.064
195.762,253.24709,28.999
279.321,259.0217,14.151
438.405,320.07144,19.909
272.71,316.71426,15.419
369.215,346.95297,18.392
465.349,210.11073,2.765
289.527,171.44945,6.552
109.821,150.3633,7.124
85.749,135.72977,7.136
111.199,92.75903,2.02
83.442,79.22365,3.97
310.602,92.97481,9.932
101.788,61.579445,1.352
66.457,44.089268,1.857
48.686,35.075783,1.86
39.723,32.364304,2.773
20.524,28.528864,2.472
21.179,19.152079,0.956
22.531,17.577185,2.495
14.188,20.26965,3.761
6.882,21.902256,3.498
42.576,26.004442,5.925
41.85,28.149557,4.563
30.156,35.359093,8.752
81.176,55.519295,14.384
66.457,54.054825,4.419
124.128,64.86369,9.434
21.848,43.989662,0.949
46.331,31.066742,1.204
35.466,21.35048,1.087
21.179,21.325855,3.019
21.179,23.433187,3.66
27.712,14.365695,0.795
22.531,9.412541,1.295
11.36,6.4853315,1.624
14.188,13.980091,10.887
60.736,13.463162,2.674
44.052,15.899874,3.621
41.85,12.115518,1.87
29.326,10.521415,2.389
19.883,4.6664805,0.532
39.03,2.2440372,1.312
19.883,4.049697,4.371
14.188,5.8537846,3.755
8.211,5.744648,2.81
8.211,1.6322484,0.358
8.568,0.13047408,0.78
8.568,0.0,0.1
7.2,0.0,1.549
5.986,0.0,0.514
5.705,0.0,0.573
4.433,0.0,1.442
3.769,0.14418924,3.404
3.366,0.0,1.266
3.176,0.0,0.708
3.769,0.0,1.274
3.366,0.0,0.171
2.816,0.0,0.869
2.039,0.0,0.399
2.039,0.0,1.328
1.903,0.0,0.701
1.774,0.0,2.707
1.774,0.0,1.648
1.774,0.0,0.708
2.039,0.0,2.051
2.33,0.0,2.973
2.33,0.040722586,3.533
1.903,0.0,1.0
2.039,0.0,0.371
2.039,0.0,0.113
2.039,0.0,0.111
2.039,0.0,0.131
1.774,0.0,0.954
1.774,0.0,1.859
1.42,0.0,0.901
1.42,0.0,0.302
1.314,0.0,0.31
1.158,0.0,0.719
1.067,0.0,1.189
1.067,0.0,0.37
0.86,0.0,1.882
0.681,0.01363724,6.823
0.681,0.09584144,3.572
0.681,0.0,0.794
2.816,0.0,1.416
2.33,0.0,0.231
1.42,0.0,0.26
1.213,0.0,0.255
1.067,0.0,1.083
0.86,0.0,1.838
0.715,0.0,1.479
0.749,0.0,0.762
0.939,0.0,0.509
1.067,0.0,0.014
0.98,0.0,0.865
0.86,0.0,0.0
0.681,0.0,0.072
0.681,0.0,0.116
0.681,0.0,0.617
0.617,0.0,0.002
0.649,0.0,0.051
0.649,0.0,0.017
0.502,0.0,0.0
0.45,0.0,0.0
0.45,0.0,0.0
0.402,0.0,0.0
0.45,0.0,0.004
0.45,0.0,0.008
0.402,0.0,0.015
0.402,0.0,0.525
0.402,0.0,0.217
0.379,0.0,0.292
0.379,0.0,0.0
0.379,0.0,0.0
0.379,0.0,0.0
0.357,0.0,0.0
0.357,0.0,0.0
0.357,0.0,0.0
0.336,0.0,0.044
0.336,0.0,0.0
0.336,0.0,0.272
0.336,0.0,0.0
0.26,0.0,0.0
0.26,0.0,0.0
0.243,0.0,0.0
0.243,0.0,0.028
0.243,0.0,0.0
0.227,0.0,0.0
0.227,0.0,0.0
0.227,0.0,0.405
0.227,0.0,0.0
0.212,0.0,0.0
0.197,0.0,0.199
0.197,0.0,0.0
0.183,0.0,0.03
0.183,0.0,0.0
0.183,0.0,0.0
0.17,0.0,0.332
0.17,0.0,0.932
0.17,0.0,0.059
0.157,0.0,0.0
0.157,0.0,0.0
0.145,0.0,0.0
0.145,0.0,0.036
0.133,0.0,0.088
0.133,0.0,0.545
0.133,0.0,0.0
0.112,0.0,0.016
0.112,0.0,0.0
0.103,0.0,0.266
0.094,0.0,0.317
0.094,0.0,0.0
0.094,0.0,0.263
0.094,0.0,1.902
0.133,0.0,0.965
0.157,0.0,0.853
0.123,0.0,0.0
0.094,0.0,0.0
0.094,0.0,0.0
0.094,0.0,0.218
0.085,0.0,0.0
0.077,0.0,0.0
0.07,0.0,0.0
0.07,0.0,0.0
0.0,0.0,0.004
0.0,0.0,0.105
0.0,0.0,0.0
0.0,0.0,0.74
0.0,0.0,2.744
0.0,0.0,3.483
0.0,0.0,14.606
0.0,0.18421242,13.467
17.451,0.0047263564,4.113
11.36,0.0,4.303
3.366,0.0,0.326
1.65,0.0,0.187
1.023,0.0,1.701
0.822,0.0,0.301
0.681,0.0,0.143
0.529,0.0,0.613
0.45,0.0,1.057
0.45,0.049144782,0.298
0.426,0.1877758,1.353
0.357,0.376976,1.77
0.357,0.5830274,0.197
0.278,0.78724843,0.645
0.243,0.9753728,0.26
0.227,1.1401683,0.304
0.227,1.2778176,0.207
0.212,1.3886261,0.522
0.197,1.4750056,1.051
0.197,1.5361569,0.197
0.17,1.5750434,0.31
0.112,1.5944202,0.259
0.094,1.5967076,0.0
0.094,1.5850693,0.135
0.077,1.5619212,0.0
0.07,1.5313287,1.293
0.085,1.4937547,0.0
0.085,1.4509373,0.023
0.085,1.4044129,0.124
0.085,1.3553475,0.097
0.07,1.3050859,0.634
0.063,1.2542561,0.521
0.0,1.2036755,0.981
0.0,1.153537,0.527
0.0,1.1040261,0.036
0.0,1.055538,0.156
0.0,1.0083526,0.24
0.0,0.9625886,0.0
0.0,0.91839325,0.0
0.0,0.87586415,0.0
0.0,0.8350863,0.166
0.0,0.796147,0.661
0.0,0.75895315,0.128
0.0,0.7236248,1.443
0.0,0.6903863,4.684
0.0,0.6589834,3.531
0.0,0.65892863,12.581
0.0,0.97204256,8.331
0.0,1.5245273,8.487
0.0,0.034145422,2.631
0.0,0.0,0.51
0.0,0.0,0.958
0.212,0.0,0.7
0.103,0.049580686,1.881
0.133,0.19869068,4.301
0.145,0.40665784,2.033
0.183,0.638012,0.724
0.094,0.8681871,0.077
0.094,1.084884,0.68
0.094,1.2785857,0.554
0.094,1.4478133,1.354
0.212,1.5883857,0.862
0.379,1.8159543,10.506
0.063,2.3039937,6.169
0.094,2.9965167,8.021
0.212,4.1868668,9.346
0.197,5.524159,6.804
0.45,10.250457,15.605
0.197,5.3877163,2.289
0.112,0.5891864,0.861
0.094,0.0,1.313
0.077,0.0,2.394
0.063,0.26301172,5.081
0.243,0.17025305,3.79
0.212,0.16566536,3.999
0.183,0.0,1.961
0.587,0.0,3.654
0.476,0.0,2.039
0.357,0.0,2.669
0.617,0.0,1.881
0.379,0.03587477,4.57
0.357,0.08376794,4.092
0.316,0.4439273,6.5
0.316,1.3212428,9.143
0.529,4.913233,15.723
0.587,31.88421,26.741
97.923,153.6001,33.694
77.856,294.23547,26.727
365.249,187.86722,3.385
167.023,182.87506,10.478
84.59,267.67947,21.203
755.884,405.36063,26.959
722.696,264.08316,5.82
203.947,176.01042,3.72
292.978,122.36162,3.089
54.489,74.93475,0.962
44.803,54.960003,2.43
32.739,39.09328,2.048
21.848,22.049574,0.671
12.722,15.442977,2.028
10.929,17.190567,4.109
11.803,9.674605,1.405
6.275,7.249331,2.59
5.434,1.1755786,0.091
5.171,0.0,0.54
3.366,0.0,1.282
2.647,0.71484065,5.798
1.42,0.5712847,3.199
1.067,2.225015,5.829
2.816,6.0401635,8.637
11.36,5.166989,3.214
11.36,14.665574,13.697
38.345,23.414936,9.21
51.949,30.550777,7.744
21.848,34.045074,5.935
23.938,15.76121,0.126
12.722,7.0055304,0.517
6.882,1.8045651,0.42
4.433,1.0183799,2.333
2.647,0.16101383,1.854
1.314,0.0,1.796
0.939,0.0,2.676
0.749,0.0,1.8
0.822,0.39908758,4.874
0.98,0.12739712,2.702
0.681,1.5016557,8.315
0.617,4.1861825,7.725
18.641,5.0924025,3.727
7.527,2.8248472,2.147
3.983,4.616308,4.524
3.564,6.0466948,4.099
43.31,10.481833,10.047
11.36,4.890632,1.317
6.574,1.2135096,1.07
2.485,0.0,0.364
2.647,0.31276602,4.435
1.903,1.7732627,7.815
1.65,6.438539,11.97
7.2,12.894176,9.474
11.36,37.398045,18.584
180.057,87.074455,19.868
308.811,125.03652,14.629
220.993,147.9507,12.505
234.383,219.21727,19.6
172.529,186.47214,8.014
96.657,175.86757,9.568
185.844,171.0585,9.314
165.214,146.76324,6.07
96.657,118.74285,3.905
109.821,120.11209,8.132
165.214,97.80386,3.36
118.265,63.954224,0.621
61.666,45.157593,1.121
35.466,28.763514,0.388
23.227,21.14866,1.311
22.531,18.420847,2.172
19.255,17.256495,2.526
13.688,12.468353,1.44
12.722,8.711479,1.433
9.7,11.503978,3.697
9.312,9.896426,2.253
8.935,8.544584,2.297
22.531,14.039007,8.209
19.255,13.001338,2.596
19.255,13.772272,3.168
26.927,18.75759,7.441
36.407,24.834892,7.9
35.466,14.851593,0.673
22.531,9.199256,1.105
13.688,5.288257,1.17
9.7,4.803285,2.427
9.312,2.3599195,1.307
9.312,1.7545892,2.189
9.312,0.6269487,1.578
9.312,0.0,1.085
5.986,0.0,1.467
5.705,0.0,0.218
5.705,0.0,0.75
3.564,0.0,1.941
3.564,0.0,0.188
3.564,0.0,1.784
3.769,0.02658936,2.988
3.564,0.0,0.19
3.564,0.0,0.606
1.903,0.0,0.76
1.774,0.0,0.216
1.774,0.0,1.183
1.65,0.0,0.422
1.314,0.0,1.009
1.158,0.0,1.737
1.158,0.0,1.637
1.158,0.0,2.047
1.112,0.0,0.717
1.067,0.0,1.053
1.067,0.0,2.614
1.067,0.047036014,4.11
1.067,0.0,1.061
1.067,0.0,2.176
1.067,0.0,0.72
1.067,0.03795962,4.225
1.067,0.18395036,5.109
1.067,0.43342707,3.632
1.532,0.0,1.506
1.067,0.0,1.216
1.067,0.0,1.624
1.067,0.06800525,7.516
1.067,0.0,0.83
1.067,0.0,0.172
1.067,0.0,1.465
1.067,0.0,2.176
1.067,0.0,0.472
1.067,0.05576108,4.522
1.067,0.2913132,6.387
1.314,0.015274469,2.135
1.213,0.0,1.191
1.213,0.0,1.488
1.112,0.0,2.677
1.067,0.0,1.039
1.067,0.0,2.002
1.067,0.0760411,6.438
1.112,0.0,1.513
1.112,0.0,2.083
1.112,0.073788516,4.364
18.039,2.2229545,21.227
4.916,7.81846,11.116
5.705,13.5981,7.094
13.688,8.722289,0.984
8.935,5.522329,1.168
8.935,1.7148924,0.221
8.935,0.5643483,1.176
3.564,0.0,0.353
2.181,0.0,0.229
2.485,0.0,0.163
2.485,0.0,0.94
1.903,0.014983046,2.687
1.903,0.0,0.301
1.903,0.0,1.466
1.774,0.0,0.04
1.774,0.0,0.196
1.774,0.0,0.118
1.774,0.0,0.707
1.774,0.0,0.162
1.774,0.0,0.384
1.314,0.0,0.08
1.067,0.0,0.017
1.067,0.0,0.007
0.939,0.0,0.437
0.749,0.0,0.264
0.749,0.0,0.091
0.681,0.0,0.0
0.649,0.0,0.0
0.649,0.0,0.696
0.649,0.0,0.053
0.649,0.0,0.759
0.649,0.0,0.908
0.649,0.0,0.066
0.649,0.0,0.004
0.649,0.0,0.449
0.649,0.0,0.368
0.649,0.0,0.224
0.617,0.0,0.08
0.558,0.0,0.1
0.502,0.0,1.377
0.502,0.0,0.152
0.45,0.0,0.686
0.45,0.0,0.917
0.45,0.0,0.514
0.45,0.01063232,0.047
0.45,0.04744138,0.062
0.45,0.09941182,0.0
0.45,0.15850277,0.0
0.45,0.219189,0.013
0.45,0.2780154,0.235
0.45,0.33233824,0.0
0.45,0.38176963,0.947
0.45,0.42745486,2.847
0.45,0.46717137,1.151
0.45,0.49973422,0.003
0.45,0.525488,0.038
0.45,0.54488933,0.0
0.426,0.55863607,0.154
0.379,0.5672468,0.01
0.379,0.571363,0.016
0.379,0.57159406,0.003
0.379,0.56852394,0.011
0.379,0.5628652,0.478
0.379,0.5548857,0.0
0.379,0.54508895,0.233
0.379,0.53392136,0.551
0.379,0.52156854,0.1
0.357,0.50829566,0.0
0.278,0.49439672,0.238
0.197,0.48011792,0.523
0.197,0.4656515,0.777
0.197,0.45102748,0.043
0.197,0.43636942,0.0
0.197,0.42178446,0.0
0.197,0.40736002,0.0
0.197,0.3931661,0.0
0.0,0.379243,0.125
0.0,0.3656575,0.477
0.0,0.35241824,0.025
0.0,0.33955252,0.0
0.0,0.3270809,0.0
0.0,0.31501657,0.0
0.0,0.30336812,0.047
0.0,0.29213732,0.02
0.0,0.2813233,0.055
0.0,0.27092215,0.074
0.0,0.26093104,0.376
0.0,0.2513376,0.214
0.0,0.24212857,0.0
0.0,0.23329641,0.339
0.0,0.22482644,0.112
0.0,0.21670522,0.0
0.0,0.20892054,0.039
0.0,0.20146877,1.599
0.0,0.19435078,4.793
1.788,0.18753548,2.088
0.834,0.18100293,0.82
0.597,0.17473853,0.141
0.41,0.16873124,0.184
0.299,0.16296974,0.0
0.238,0.15744455,0.39
0.185,0.15215313,3.98
0.185,0.14708513,4.824
0.185,0.14222251,1.327
0.162,0.13755853,2.876
0.162,0.13307963,0.362
0.162,0.12877841,0.805
0.104,0.12508853,7.269
0.238,0.80379164,25.49
1.681,2.9261017,10.263
9.668,7.82152,11.934
2.669,5.7015514,3.078
1.385,2.0680385,1.927
0.902,0.00081528386,1.124
0.902,0.0,0.325
1.048,0.0,0.136
1.048,0.0,2.571
0.973,0.48970047,7.225
9.009,9.52234,21.66
85.12,54.637318,25.53
88.458,102.776924,17.199
57.17,75.31271,3.002
18.247,41.367657,0.255
9.335,20.792677,0.199
6.939,15.597918,2.537
5.214,5.731779,0.346
4.37,1.2626784,0.82
4.174,0.0,0.314
2.966,0.0,0.934
2.815,0.007963777,3.599
6.159,0.157458,4.011
3.801,0.0,0.72
3.283,0.0,0.261
2.137,0.0,0.682
1.681,0.0,0.249
1.48,0.0,0.379
1.385,0.0,0.151
1.209,0.0,2.149
1.209,0.0,0.943
1.126,0.0,1.772
1.048,0.2153643,1.874
1.048,0.89881796,5.671
27.481,4.078636,14.302
9.668,24.784454,23.862
59.048,69.50013,20.439
51.673,44.623566,1.306
48.126,26.986721,1.002
13.873,18.74571,1.956
9.009,11.45511,1.575
6.159,4.8859196,0.926
5.214,0.95010114,0.74
4.37,0.0,0.045
3.623,0.0,1.284
3.122,0.0,2.522
2.815,0.0,1.034
2.529,0.0,0.292
2.263,0.0,0.52
2.016,0.0,0.782
1.788,0.32214683,1.876
1.788,1.5617769,6.762
1.681,4.878041,10.188
1.578,1.5341449,1.64
1.48,0.88131154,2.961
1.48,2.7364926,6.833
2.137,10.420378,14.841
4.779,17.907053,9.066
3.623,21.857693,5.695
9.009,64.674866,23.157
59.048,80.86546,10.266
42.984,66.04619,3.313
18.247,65.397644,5.705
10.716,40.712826,0.847
7.782,21.72517,0.115
5.673,11.541829,0.656
4.572,4.066923,0.189
3.801,1.4414946,1.267
3.283,0.50352484,1.929
3.122,3.1092176,7.042
4.37,7.285054,6.898
3.623,3.028935,1.122
7.782,1.2333676,1.758
3.623,2.9521308,4.291
3.283,0.104619555,0.398
3.283,0.0,0.796
26.076,1.5183496,9.931
6.939,0.8355548,2.417
4.993,0.0,0.757
4.174,0.0,2.155
3.283,0.0,0.801
2.966,0.0,2.195
2.529,0.0,0.973
2.137,0.0,1.124
1.788,0.0,0.111
1.578,0.02434153,0.0
1.48,0.33981335,0.0
1.295,0.8792719,0.126
1.126,1.5212245,0.369
1.295,2.1858506,0.015
0.973,2.8247485,0.553
0.902,3.3988872,0.202
0.902,3.8869793,0.058
0.834,4.2820077,0.121
0.834,4.582839,0.003
0.709,4.7975826,0.233
0.652,4.932642,0.052
0.597,4.9976554,0.003
0.597,5.0034714,0.035
0.597,4.965586,0.748
0.546,4.88827,0.214
0.546,4.7812405,0.462
0.546,4.6486497,0.0
0.498,4.499012,0.384
0.498,4.336115,0.121
0.453,4.1643696,0.094
0.453,3.9925003,1.483
0.453,3.8202488,0.937
0.546,3.6466393,0.017
0.453,3.4766505,1.074
0.546,3.3169658,3.537
0.77,3.315849,11.846
0.652,0.44533718,1.007
0.709,0.0,0.263
0.77,0.0,0.227
0.77,0.03036216,0.277
0.77,0.12721993,3.046
0.652,0.27235812,3.466
0.597,0.44023824,0.14
0.546,0.6149085,0.136
0.546,0.7853389,0.0
0.546,0.94403,0.006
0.498,1.086271,0.005
0.453,1.2128936,1.09
0.453,1.3209987,0.588
0.453,1.4086779,0.0
0.453,1.4768189,0.026
0.41,1.5274868,0.319
0.41,1.5625495,0.476
0.41,1.5831201,0.252
0.371,1.5909625,0.262
0.334,1.5873222,0.0
0.334,1.5739398,0.0
0.334,1.5524272,0.0
0.299,1.5242463,0.0
0.267,1.4907063,0.0
0.238,1.4535395,0.552
0.238,1.4130709,0.0
0.238,1.3704878,0.36
0.238,1.3269811,1.043
0.238,1.2824018,0.213
0.238,1.2377214,0.939
0.238,1.1928524,0.237
0.238,1.1480466,0.013
0.21,1.1037462,0.261
0.21,1.0600803,0.0
0.185,1.0172669,0.0
0.185,0.97547704,0.005
0.185,0.9349077,0.239
0.185,0.8955734,0.0
0.162,0.8575375,0.0
0.162,0.8208474,0.0
0.162,0.7855294,0.0
0.122,0.75160986,0.1
0.104,0.7190665,0.0
0.104,0.687886,0.0
0.089,0.6580455,0.0
0.075,0.62951547,0.0
0.07,0.60226333,0.02
0.063,0.5762485,0.0
0.056,0.5514295,0.0
0.05,0.5277665,0.056
0.05,0.5052115,0.008
0.045,0.48371947,0.004
0.045,0.46324524,0.0
0.04,0.4437442,0.0
0.035,0.42517254,0.0
0.03,0.4074879,0.01
0.027,0.39065155,0.142
0.023,0.37462047,0.071
0.02,0.35936618,0.569
0.017,0.34484586,0.477
0.014,0.3310256,0.735
0.012,0.3178591,0.168
0.012,0.30531272,0.146
0.01,0.29335377,0.032
0.01,0.2819587,0.584
0.008,0.27109203,0.028
0.0,0.26073515,0.934
0.0,0.2508536,0.059
0.0,0.24142255,0.0
0.0,0.23243462,3.786
